#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###################################
#### UTILITY CUSTOM TOOLTIPS   ####
###################################
BREAK_TT;\n;;;;;;;;;;;;;x
BREAKBREAK_TT;\n\n;;;;;;;;;;;;;x
COLOR_END_TT;§!;;;;;;;;;;;;;x
GREEN_START_TT;§G;;;;;;;;;;;;;x
LT_YELLOW_START_TT;§M;;;;;;;;;;;;;x
PINK_START_TT;§P;;;;;;;;;;;;;x
RED_START_TT;§R;;;;;;;;;;;;;x
YELLOW_START_TT;§Y;;;;;;;;;;;;;x
###################################
#### CUSTOM TOOLTIPS           ####
###################################
IS_DE_JURE_TITLE_TT;Title is NOT titular;;;;Titulo NO es Titular;;;;;;;;;x
IS_PRIMARY_WAR_PARTICIPANT_TT;Is primary participant in a war;;;;Es el Principal participante en una guerra;;;;;;;;;x
IS_TITULAR_TITLE_TT;Title is titular;;;;Titulo es Titular;;;;;;;;;x
OWNER_UNDER_ROOT_TT;In §Y[Root.GetTitledFirstName]§!'s realm;;;;En el reino de §Y[Root.GetTitledFirstName]§!;;;;;;;;;x
OWNER_UNDER_FROM_TT;In §Y[From.GetTitledFirstName]§!'s realm;;;;En el reino de §Y[From.GetTitledFirstName]§!;;;;;;;;;x
OWNER_UNDER_FROMFROM_TT;In §Y[FromFrom.GetTitledFirstName]§!'s realm;;;;En el reino de §Y[FromFrom.GetTitledFirstName]§!;;;;;;;;;x
OWNER_UNDER_FROMFROMFROM_TT;In §Y[FromFromFrom.GetTitledFirstName]§!'s realm;;;;En el reino de §Y[FromFromFrom.GetTitledFirstName]§!;;;;;;;;;x
OWNER_UNDER_FROMFROMFROMFROM_TT;In §Y[FromFromFromFrom.GetTitledFirstName]§!'s realm;;;;En el reino de §Y[FromFromFromFrom.GetTitledFirstName]§!;;;;;;;;;x
OWNER_UNDER_PREV_TT;In §Y[Prev.GetTitledFirstName]§!'s realm;;;;En el reino de §Y[Prev.GetTitledFirstName]§!;;;;;;;;;x
OWNER_UNDER_PREVPREV_TT;In §Y[PrevPrev.GetTitledFirstName]§!'s realm;;;;En el reino de §Y[PrevPrev.GetTitledFirstName]§!;;;;;;;;;x
OWNER_UNDER_PREVPREVPREV_TT;In §Y[PrevPrevPrev.GetTitledFirstName]§!'s realm;;;;En el reino de §Y[PrevPrevPrev.GetTitledFirstName]§!;;;;;;;;;x
OWNER_UNDER_TARGET_RULER_TT;In §Y[target_ruler.GetTitledFirstName]§!'s realm;;;;En el reino de §Y[target_ruler.GetTitledFirstName]§!;;;;;;;;;x
UNDER_ROOT_TT;§Y[Root.GetTitledFirstName]§! or under [Root.GetObjectPronoun];;;;§Y[Root.GetTitledFirstName]§! o bajo él;;;;;;;;;x
UNDER_FROM_TT;§Y[From.GetTitledFirstName]§! or under [From.GetObjectPronoun];;;;§Y[From.GetTitledFirstName]§! o bajo él;;;;;;;;;x
UNDER_FROMFROM_TT;§Y[FromFrom.GetTitledFirstName]§! or under [FromFrom.GetObjectPronoun];;;;§Y[FromFrom.GetTitledFirstName]§! o bajo él;;;;;;;;;x
UNDER_FROMFROMFROM_TT;§Y[FromFromFrom.GetTitledFirstName]§! or under [FromFromFrom.GetObjectPronoun];;;;§Y[FromFromFrom.GetTitledFirstName]§! o bajo él;;;;;;;;;x
UNDER_FROMFROMFROMFROM_TT;§Y[FromFromFromFrom.GetTitledFirstName]§! or under [FromFromFromFrom.GetObjectPronoun];;;;§Y[FromFromFromFrom.GetTitledFirstName]§! o bajo él;;;;;;;;;x
UNDER_PREV_TT;§Y[Prev.GetTitledFirstName]§! or under [Prev.GetObjectPronoun];;;;§Y[Prev.GetTitledFirstName]§! o bajo él;;;;;;;;;x
UNDER_PREVPREV_TT;§Y[PrevPrev.GetTitledFirstName]§! or under [PrevPrev.GetObjectPronoun];;;;§Y[PrevPrev.GetTitledFirstName]§! o bajo él;;;;;;;;;x
UNDER_PREVPREVPREV_TT;§Y[PrevPrevPrev.GetTitledFirstName]§! or under [PrevPrevPrev.GetObjectPronoun];;;;§Y[PrevPrevPrev.GetTitledFirstName]§! o bajo él;;;;;;;;;x
UNDER_TARGET_RULER_TT;§Y[target_ruler.GetTitledFirstName]§! or under [target_ruler.GetObjectPronoun];;;;§Y[target_ruler.GetTitledFirstName]§! o bajo él;;;;;;;;;x
BEST_DE_JURE_LIEGE_TITLE_UNDER_ROOT_TT;§Y[Root.GetTitledFirstName]§!'s realm has most immediate de jure pretension over the §Y[This.GetFullBaseName]§!;;;;El reino de §Y[Root.GetTitledFirstName]§! tiene la pretensión de jure más inmediata sobre §Y[This.GetFullBaseName]§!;;;;;;;;;x
BEST_DE_JURE_LIEGE_TITLE_UNDER_FROM_TT;§Y[From.GetTitledFirstName]§!'s realm has most immediate de jure pretension over the §Y[This.GetFullBaseName]§!;;;;El reino de §Y[From.GetTitledFirstName]§! tiene la pretensión de jure más inmediata sobre §Y[This.GetFullBaseName]§!;;;;;;;;;x
BEST_DE_JURE_LIEGE_TITLE_UNDER_TARGET_RULER_TT;§Y[target_ruler.GetTitledFirstName]§!'s realm has most immediate de jure pretension over the §Y[target_ruler.GetFullBaseName]§!;;;;El reino de §Y[target_ruler.GetTitledFirstName]§! tiene la pretensión de jure más inmediata sobre §Y[target_ruler.GetFullBaseName]§!;;;;;;;;;x
BEST_DE_JURE_LIEGE_TITLE_HOLDER_ROOT_TT;§Y[Root.GetTitledFirstName]§! holds most immediate de jure liege title of §Y[This.GetFullBaseName]§!;;;;§Y[Root.GetTitledFirstName]§! ostenta el título de señor de jure más inmediato de §Y[This.GetFullBaseName]§!;;;;;;;;;x
